x,y1,y2
1.53,0.462271042,0.001550424
1.54,0.46269796,0.00155629
1.55,0.463124937,0.001562177
1.56,0.463551974,0.001568086
1.57,0.463979069,0.001574017
1.58,0.464406222,0.001579971
1.59,0.464833432,0.001585947
1.6,0.465260699,0.001591945
1.61,0.465688022,0.001597966
1.62,0.466115401,0.001604009
1.63,0.466542835,0.001610074
1.64,0.466970324,0.001616162
1.65,0.467397866,0.001622273
1.66,0.467825462,0.001628407
1.67,0.46825311,0.001634564
1.68,0.468680811,0.001640744
1.69,0.469108563,0.001646947
1.7,0.469536366,0.001653173
1.71,0.46996422,0.001659422
1.72,0.470392123,0.001665694
1.73,0.470820076,0.00167199
1.74,0.471248077,0.00167831
1.75,0.471676127,0.001684653
1.76,0.472104224,0.00169102
1.77,0.472532368,0.00169741
1.78,0.472960558,0.001703824
1.79,0.473388795,0.001710262
1.8,0.473817076,0.001716725
1.81,0.474245402,0.001723211
1.82,0.474673772,0.001729722
1.83,0.475102185,0.001736256
1.84,0.475530642,0.001742816
1.85,0.475959141,0.001749399
1.86,0.476387681,0.001756007
1.87,0.476816262,0.00176264
1.88,0.477244884,0.001769298
1.89,0.477673546,0.00177598
1.9,0.478102248,0.001782687
1.91,0.478530988,0.001789419
1.92,0.478959766,0.001796177
1.93,0.479388582,0.001802959
1.94,0.479817435,0.001809767
1.95,0.480246325,0.0018166
1.96,0.48067525,0.001823458
1.97,0.481104211,0.001830343
1.98,0.481533206,0.001837252
1.99,0.481962236,0.001844188
2,0.482391299,0.001851149
2.01,0.482820395,0.001858136
2.02,0.483249523,0.001865149
2.03,0.483678683,0.001872188
2.04,0.484107874,0.001879254
2.05,0.484537096,0.001886345
2.06,0.484966348,0.001893464
2.07,0.485395629,0.001900608
2.08,0.48582494,0.001907779
2.09,0.486254278,0.001914977
2.1,0.486683644,0.001922202
2.11,0.487113037,0.001929453
2.12,0.487542457,0.001936731
2.13,0.487971902,0.001944037
2.14,0.488401373,0.00195137
2.15,0.488830869,0.001958729
2.16,0.489260389,0.001966117
2.17,0.489689932,0.001973531
2.18,0.490119498,0.001980973
2.19,0.490549087,0.001988443
2.2,0.490978698,0.001995941
2.21,0.491408329,0.002003466
2.22,0.491837982,0.002011019
2.23,0.492267654,0.002018601
2.24,0.492697346,0.00202621
2.25,0.493127057,0.002033848
2.26,0.493556786,0.002041514
2.27,0.493986533,0.002049209
2.28,0.494416296,0.002056932
2.29,0.494846077,0.002064684
2.3,0.495275873,0.002072464
2.31,0.495705685,0.002080274
2.32,0.496135511,0.002088112
2.33,0.496565351,0.00209598
2.34,0.496995205,0.002103876
2.35,0.497425073,0.002111802
2.36,0.497854952,0.002119757
2.37,0.498284843,0.002127742
2.38,0.498714746,0.002135756
2.39,0.499144659,0.0021438
2.4,0.499574582,0.002151874
2.41,0.500004515,0.002159978
2.42,0.500434457,0.002168112
2.43,0.500864406,0.002176276
2.44,0.501294364,0.00218447
2.45,0.501724329,0.002192694
2.46,0.5021543,0.002200949
2.47,0.502584277,0.002209235
2.48,0.50301426,0.002217551
2.49,0.503444247,0.002225898
2.5,0.503874238,0.002234276
2.51,0.504304233,0.002242684
2.52,0.504734232,0.002251124
2.53,0.505164232,0.002259596
2.54,0.505594234,0.002268098
2.55,0.506024238,0.002276632
2.56,0.506454242,0.002285197
2.57,0.506884247,0.002293795
2.58,0.50731425,0.002302423
2.59,0.507744253,0.002311084
2.6,0.508174254,0.002319777
2.61,0.508604253,0.002328502
2.62,0.509034249,0.002337259
2.63,0.509464241,0.002346049
2.64,0.50989423,0.002354871
2.65,0.510324214,0.002363725
2.66,0.510754192,0.002372613
2.67,0.511184165,0.002381533
2.68,0.511614132,0.002390486
2.69,0.512044091,0.002399472
2.7,0.512474043,0.002408491
2.71,0.512903987,0.002417544
2.72,0.513333922,0.00242663
2.73,0.513763848,0.002435749
2.74,0.514193764,0.002444902
2.75,0.51462367,0.002454089
2.76,0.515053564,0.00246331
2.77,0.515483447,0.002472564
2.78,0.515913318,0.002481853
2.79,0.516343176,0.002491176
2.8,0.51677302,0.002500534
2.81,0.517202851,0.002509926
2.82,0.517632667,0.002519352
2.83,0.518062468,0.002528813
2.84,0.518492253,0.002538309
2.85,0.518922022,0.00254784
2.86,0.519351774,0.002557407
2.87,0.519781509,0.002567008
2.88,0.520211225,0.002576645
2.89,0.520640923,0.002586317
2.9,0.521070602,0.002596025
2.91,0.521500261,0.002605768
2.92,0.5219299,0.002615547
2.93,0.522359518,0.002625363
2.94,0.522789114,0.002635214
2.95,0.523218688,0.002645102
2.96,0.52364824,0.002655026
2.97,0.524077768,0.002664986
2.98,0.524507272,0.002674983
2.99,0.524936752,0.002685017
3,0.525366207,0.002695088
3.01,0.525795637,0.002705195
3.02,0.52622504,0.00271534
3.03,0.526654417,0.002725522
3.04,0.527083766,0.002735742
3.05,0.527513087,0.002745999
3.06,0.52794238,0.002756293
3.07,0.528371644,0.002766626
3.08,0.528800879,0.002776996
3.09,0.529230083,0.002787404
3.1,0.529659256,0.002797851
3.11,0.530088398,0.002808336
3.12,0.530517509,0.002818859
3.13,0.530946586,0.002829421
3.14,0.531375631,0.002840022
3.15,0.531804642,0.002850661
3.16,0.532233619,0.00286134
3.17,0.532662561,0.002872057
3.18,0.533091468,0.002882814
3.19,0.533520339,0.002893611
3.2,0.533949173,0.002904446
3.21,0.53437797,0.002915322
3.22,0.53480673,0.002926237
3.23,0.535235452,0.002937192
3.24,0.535664134,0.002948188
3.25,0.536092778,0.002959223
3.26,0.536521381,0.002970299
3.27,0.536949944,0.002981416
3.28,0.537378466,0.002992573
3.29,0.537806947,0.003003771
3.3,0.538235385,0.00301501
3.31,0.53866378,0.00302629
3.32,0.539092132,0.003037611
3.33,0.539520441,0.003048974
3.34,0.539948704,0.003060378
3.35,0.540376923,0.003071824
3.36,0.540805096,0.003083311
3.37,0.541233223,0.003094841
3.38,0.541661304,0.003106412
3.39,0.542089337,0.003118026
3.4,0.542517322,0.003129683
3.41,0.542945259,0.003141381
3.42,0.543373146,0.003153123
3.43,0.543800985,0.003164907
3.44,0.544228773,0.003176734
3.45,0.54465651,0.003188605
3.46,0.545084197,0.003200518
3.47,0.545511831,0.003212476
3.48,0.545939413,0.003224476
3.49,0.546366943,0.003236521
3.5,0.546794419,0.003248609
3.51,0.54722184,0.003260741
3.52,0.547649208,0.003272918
3.53,0.54807652,0.003285139
3.54,0.548503776,0.003297404
3.55,0.548930977,0.003309714
3.56,0.54935812,0.003322069
3.57,0.549785206,0.003334468
3.58,0.550212234,0.003346913
3.59,0.550639204,0.003359403
3.6,0.551066114,0.003371939
3.61,0.551492965,0.00338452
3.62,0.551919756,0.003397146
3.63,0.552346486,0.003409819
3.64,0.552773155,0.003422538
3.65,0.553199763,0.003435302
3.66,0.553626307,0.003448114
3.67,0.554052789,0.003460971
3.68,0.554479208,0.003473876
3.69,0.554905562,0.003486827
3.7,0.555331852,0.003499825
3.71,0.555758077,0.003512871
3.72,0.556184236,0.003525964
3.73,0.556610329,0.003539104
3.74,0.557036356,0.003552292
3.75,0.557462315,0.003565527
3.76,0.557888206,0.003578811
3.77,0.558314029,0.003592143
3.78,0.558739782,0.003605523
3.79,0.559165467,0.003618951
3.8,0.559591081,0.003632429
3.81,0.560016625,0.003645954
3.82,0.560442098,0.003659529
3.83,0.560867499,0.003673153
3.84,0.561292828,0.003686827
3.85,0.561718084,0.00370055
3.86,0.562143267,0.003714322
3.87,0.562568376,0.003728144
3.88,0.562993411,0.003742016
3.89,0.563418371,0.003755939
3.9,0.563843255,0.003769911
3.91,0.564268064,0.003783934
3.92,0.564692796,0.003798008
3.93,0.565117451,0.003812133
3.94,0.565542028,0.003826308
3.95,0.565966527,0.003840535
3.96,0.566390948,0.003854813
3.97,0.56681529,0.003869143
3.98,0.567239551,0.003883524
3.99,0.567663733,0.003897957
4,0.568087834,0.003912442
4.01,0.568511853,0.00392698
4.02,0.568935791,0.003941569
4.03,0.569359646,0.003956212
4.04,0.569783419,0.003970907
4.05,0.570207108,0.003985655
4.06,0.570630713,0.004000456
4.07,0.571054233,0.00401531
4.08,0.571477669,0.004030218
4.09,0.571901019,0.004045179
4.1,0.572324283,0.004060195
4.11,0.57274746,0.004075264
4.12,0.57317055,0.004090387
4.13,0.573593553,0.004105565
4.14,0.574016467,0.004120798
4.15,0.574439293,0.004136085
4.16,0.57486203,0.004151427
4.17,0.575284677,0.004166824
4.18,0.575707233,0.004182276
4.19,0.576129699,0.004197784
4.2,0.576552074,0.004213347
4.21,0.576974357,0.004228966
4.22,0.577396547,0.004244642
4.23,0.577818645,0.004260373
4.24,0.578240649,0.004276161
4.25,0.57866256,0.004292006
4.26,0.579084376,0.004307907
4.27,0.579506097,0.004323865
4.28,0.579927723,0.00433988
4.29,0.580349253,0.004355953
4.3,0.580770686,0.004372083
4.31,0.581192022,0.004388271
4.32,0.581613261,0.004404517
4.33,0.582034403,0.004420821
4.34,0.582455445,0.004437183
4.35,0.582876389,0.004453604
4.36,0.583297233,0.004470083
4.37,0.583717977,0.004486622
4.38,0.584138621,0.004503219
4.39,0.584559163,0.004519876
4.4,0.584979604,0.004536592
4.41,0.585399943,0.004553367
4.42,0.58582018,0.004570203
4.43,0.586240313,0.004587099
4.44,0.586660343,0.004604054
4.45,0.587080269,0.004621071
4.46,0.587500091,0.004638148
4.47,0.587919807,0.004655286
4.48,0.588339418,0.004672485
4.49,0.588758923,0.004689745
4.5,0.589178321,0.004707066
4.51,0.589597612,0.00472445
4.52,0.590016796,0.004741895
4.53,0.590435872,0.004759402
4.54,0.590854839,0.004776971
4.55,0.591273697,0.004794603
4.56,0.591692446,0.004812298
4.57,0.592111085,0.004830055
4.58,0.592529613,0.004847875
4.59,0.59294803,0.004865759
4.6,0.593366336,0.004883707
4.61,0.59378453,0.004901717
4.62,0.594202611,0.004919792
4.63,0.59462058,0.004937931
4.64,0.595038435,0.004956135
4.65,0.595456176,0.004974402
4.66,0.595873803,0.004992735
4.67,0.596291315,0.005011133
4.68,0.596708711,0.005029595
4.69,0.597125992,0.005048123
4.7,0.597543157,0.005066717
4.71,0.597960204,0.005085376
4.72,0.598377134,0.005104102
4.73,0.598793947,0.005122894
4.74,0.599210641,0.005141752
4.75,0.599627217,0.005160676
4.76,0.600043673,0.005179668
4.77,0.60046001,0.005198727
4.78,0.600876227,0.005217853
4.79,0.601292323,0.005237046
4.8,0.601708297,0.005256308
4.81,0.602124151,0.005275637
4.82,0.602539882,0.005295034
4.83,0.602955491,0.0053145
4.84,0.603370976,0.005334035
4.85,0.603786338,0.005353638
4.86,0.604201577,0.00537331
4.87,0.604616691,0.005393052
4.88,0.60503168,0.005412863
4.89,0.605446543,0.005432743
4.9,0.605861281,0.005452694
4.91,0.606275893,0.005472715
4.92,0.606690378,0.005492806
4.93,0.607104736,0.005512968
4.94,0.607518966,0.005533201
4.95,0.607933067,0.005553505
4.96,0.608347041,0.00557388
4.97,0.608760885,0.005594326
4.98,0.6091746,0.005614844
4.99,0.609588185,0.005635435
5,0.610001639,0.005656097
5.01,0.610414963,0.005676832
5.02,0.610828155,0.00569764
5.03,0.611241215,0.00571852
5.04,0.611654143,0.005739474
5.05,0.612066939,0.005760501
5.06,0.612479601,0.005781601
5.07,0.61289213,0.005802775
5.08,0.613304524,0.005824024
5.09,0.613716785,0.005845346
5.1,0.61412891,0.005866743
5.11,0.6145409,0.005888215
5.12,0.614952753,0.005909762
5.13,0.615364471,0.005931384
5.14,0.615776052,0.005953082
5.15,0.616187496,0.005974855
5.16,0.616598802,0.005996704
5.17,0.61700997,0.006018629
5.18,0.617420999,0.006040631
5.19,0.617831889,0.006062709
5.2,0.618242641,0.006084864
5.21,0.618653252,0.006107097
5.22,0.619063723,0.006129406
5.23,0.619474053,0.006151794
5.24,0.619884242,0.006174259
5.25,0.620294289,0.006196802
5.26,0.620704195,0.006219423
5.27,0.621113958,0.006242123
5.28,0.621523578,0.006264902
5.29,0.621933054,0.00628776
5.3,0.622342387,0.006310697
5.31,0.622751576,0.006333714
5.32,0.62316062,0.006356811
5.33,0.623569519,0.006379987
5.34,0.623978272,0.006403244
5.35,0.62438688,0.006426582
5.36,0.624795341,0.00645
5.37,0.625203655,0.006473499
5.38,0.625611823,0.00649708
5.39,0.626019842,0.006520742
5.4,0.626427714,0.006544485
5.41,0.626835437,0.006568311
5.42,0.627243011,0.006592219
5.43,0.627650436,0.00661621
5.44,0.628057711,0.006640283
5.45,0.628464836,0.00666444
5.46,0.62887181,0.00668868
5.47,0.629278633,0.006713003
5.48,0.629685305,0.00673741
5.49,0.630091825,0.006761901
5.5,0.630498193,0.006786476
5.51,0.630904408,0.006811136
5.52,0.63131047,0.006835881
5.53,0.631716379,0.006860711
5.54,0.632122134,0.006885626
5.55,0.632527734,0.006910627
5.56,0.63293318,0.006935714
5.57,0.63333847,0.006960886
5.58,0.633743605,0.006986145
5.59,0.634148584,0.007011491
5.6,0.634553407,0.007036924
5.61,0.634958073,0.007062444
5.62,0.635362582,0.007088051
5.63,0.635766933,0.007113746
5.64,0.636171126,0.007139528
5.65,0.636575161,0.007165399
5.66,0.636979037,0.007191359
5.67,0.637382754,0.007217407
5.68,0.637786311,0.007243544
5.69,0.638189709,0.00726977
5.7,0.638592945,0.007296086
5.71,0.638996022,0.007322492
5.72,0.639398937,0.007348988
5.73,0.63980169,0.007375574
5.74,0.640204282,0.00740225
5.75,0.640606711,0.007429018
5.76,0.641008977,0.007455876
5.77,0.64141108,0.007482826
5.78,0.64181302,0.007509868
5.79,0.642214796,0.007537002
5.8,0.642616407,0.007564227
5.81,0.643017854,0.007591546
5.82,0.643419136,0.007618957
5.83,0.643820252,0.007646461
5.84,0.644221203,0.007674058
5.85,0.644621987,0.007701749
5.86,0.645022604,0.007729534
5.87,0.645423055,0.007757413
5.88,0.645823338,0.007785386
5.89,0.646223453,0.007813454
5.9,0.646623401,0.007841617
5.91,0.647023179,0.007869875
5.92,0.647422789,0.007898228
5.93,0.64782223,0.007926677
5.94,0.648221501,0.007955223
5.95,0.648620601,0.007983864
5.96,0.649019532,0.008012603
5.97,0.649418292,0.008041438
5.98,0.64981688,0.00807037
5.99,0.650215297,0.0080994
6,0.650613542,0.008128527
6.01,0.651011615,0.008157753
6.02,0.651409515,0.008187076
6.03,0.651807242,0.008216498
6.04,0.652204796,0.00824602
6.05,0.652602176,0.00827564
6.06,0.652999381,0.008305359
6.07,0.653396413,0.008335179
6.08,0.653793269,0.008365098
6.09,0.654189951,0.008395118
6.1,0.654586456,0.008425238
6.11,0.654982786,0.008455459
6.12,0.65537894,0.008485781
6.13,0.655774917,0.008516204
6.14,0.656170717,0.008546729
6.15,0.656566339,0.008577356
6.16,0.656961784,0.008608086
6.17,0.65735705,0.008638917
6.18,0.657752139,0.008669852
6.19,0.658147048,0.00870089
6.2,0.658541778,0.008732031
6.21,0.658936329,0.008763276
6.22,0.6593307,0.008794625
6.23,0.659724891,0.008826079
6.24,0.660118901,0.008857636
6.25,0.66051273,0.008889299
6.26,0.660906378,0.008921067
6.27,0.661299845,0.00895294
6.28,0.661693129,0.008984919
6.29,0.662086231,0.009017004
6.3,0.662479151,0.009049196
6.31,0.662871887,0.009081494
6.32,0.663264441,0.009113898
6.33,0.66365681,0.009146411
6.34,0.664048996,0.00917903
6.35,0.664440997,0.009211758
6.36,0.664832813,0.009244593
6.37,0.665224445,0.009277537
6.38,0.665615891,0.009310589
6.39,0.666007151,0.009343751
6.4,0.666398225,0.009377022
6.41,0.666789113,0.009410402
6.42,0.667179815,0.009443892
6.43,0.667570329,0.009477493
6.44,0.667960656,0.009511204
6.45,0.668350795,0.009545025
6.46,0.668740746,0.009578958
6.47,0.669130508,0.009613002
6.48,0.669520082,0.009647158
6.49,0.669909467,0.009681426
6.5,0.670298663,0.009715806
6.51,0.670687668,0.009750298
6.52,0.671076484,0.009784903
6.53,0.67146511,0.009819622
6.54,0.671853545,0.009854454
6.55,0.672241788,0.0098894
6.56,0.672629841,0.00992446
6.57,0.673017702,0.009959634
6.58,0.673405371,0.009994923
6.59,0.673792847,0.010030327
6.6,0.674180131,0.010065846
6.61,0.674567223,0.01010148
6.62,0.674954121,0.010137231
6.63,0.675340825,0.010173098
6.64,0.675727335,0.010209081
6.65,0.676113652,0.010245181
6.66,0.676499774,0.010281398
6.67,0.676885701,0.010317733
6.68,0.677271432,0.010354185
6.69,0.677656969,0.010390756
6.7,0.67804231,0.010427444
6.71,0.678427454,0.010464252
6.72,0.678812403,0.010501178
6.73,0.679197154,0.010538223
6.74,0.679581709,0.010575389
6.75,0.679966066,0.010612673
6.76,0.680350226,0.010650079
6.77,0.680734188,0.010687604
6.78,0.681117952,0.01072525
6.79,0.681501517,0.010763018
6.8,0.681884884,0.010800907
6.81,0.682268051,0.010838917
6.82,0.682651019,0.01087705
6.83,0.683033787,0.010915305
6.84,0.683416355,0.010953682
6.85,0.683798723,0.010992183
6.86,0.68418089,0.011030806
6.87,0.684562857,0.011069554
6.88,0.684944622,0.011108425
6.89,0.685326186,0.01114742
6.9,0.685707548,0.01118654
6.91,0.686088708,0.011225785
6.92,0.686469665,0.011265155
6.93,0.68685042,0.01130465
6.94,0.687230972,0.011344271
6.95,0.68761132,0.011384018
6.96,0.687991466,0.011423891
6.97,0.688371407,0.011463891
6.98,0.688751144,0.011504018
6.99,0.689130677,0.011544272
7,0.689510005,0.011584654
7.01,0.689889128,0.011625164
7.02,0.690268046,0.011665802
7.03,0.690646759,0.011706568
7.04,0.691025265,0.011747464
7.05,0.691403566,0.011788488
7.06,0.69178166,0.011829643
7.07,0.692159548,0.011870926
7.08,0.692537228,0.01191234
7.09,0.692914702,0.011953885
7.1,0.693291968,0.01199556
7.11,0.693669026,0.012037366
7.12,0.694045876,0.012079303
7.13,0.694422518,0.012121372
7.14,0.694798951,0.012163574
7.15,0.695175175,0.012205907
7.16,0.695551191,0.012248373
7.17,0.695926996,0.012290972
7.18,0.696302593,0.012333704
7.19,0.696677979,0.01237657
7.2,0.697053155,0.012419569
7.21,0.69742812,0.012462703
7.22,0.697802875,0.012505971
7.23,0.698177419,0.012549374
7.24,0.698551751,0.012592912
7.25,0.698925872,0.012636585
7.26,0.699299781,0.012680395
7.27,0.699673478,0.01272434
7.28,0.700046963,0.012768422
7.29,0.700420235,0.01281264
7.3,0.700793294,0.012856995
7.31,0.70116614,0.012901488
7.32,0.701538773,0.012946118
7.33,0.701911192,0.012990886
7.34,0.702283397,0.013035792
7.35,0.702655389,0.013080837
7.36,0.703027165,0.01312602
7.37,0.703398727,0.013171343
7.38,0.703770074,0.013216805
7.39,0.704141206,0.013262408
7.4,0.704512122,0.01330815
7.41,0.704882823,0.013354032
7.42,0.705253308,0.013400056
7.43,0.705623577,0.01344622
7.44,0.705993629,0.013492526
7.45,0.706363464,0.013538973
7.46,0.706733083,0.013585562
7.47,0.707102484,0.013632294
7.48,0.707471668,0.013679168
7.49,0.707840634,0.013726185
7.5,0.708209383,0.013773345
7.51,0.708577913,0.013820649
7.52,0.708946225,0.013868096
7.53,0.709314318,0.013915688
7.54,0.709682192,0.013963424
7.55,0.710049847,0.014011305
7.56,0.710417283,0.014059331
7.57,0.710784499,0.014107502
7.58,0.711151495,0.014155819
7.59,0.711518271,0.014204282
7.6,0.711884827,0.014252892
7.61,0.712251163,0.014301647
7.62,0.712617277,0.01435055
7.63,0.71298317,0.0143996
7.64,0.713348843,0.014448798
7.65,0.713714293,0.014498143
7.66,0.714079522,0.014547636
7.67,0.714444529,0.014597278
7.68,0.714809314,0.014647069
7.69,0.715173876,0.014697008
7.7,0.715538216,0.014747097
7.71,0.715902332,0.014797336
7.72,0.716266226,0.014847724
7.73,0.716629896,0.014898263
7.74,0.716993343,0.014948953
7.75,0.717356566,0.014999793
7.76,0.717719564,0.015050784
7.77,0.718082339,0.015101927
7.78,0.718444889,0.015153222
7.79,0.718807215,0.015204669
7.8,0.719169315,0.015256268
7.81,0.71953119,0.015308019
7.82,0.71989284,0.015359924
7.83,0.720254265,0.015411982
7.84,0.720615463,0.015464193
7.85,0.720976436,0.015516559
7.86,0.721337182,0.015569078
7.87,0.721697702,0.015621752
7.88,0.722057995,0.015674581
7.89,0.722418061,0.015727565
7.9,0.722777901,0.015780704
7.91,0.723137512,0.015833999
7.92,0.723496897,0.015887449
7.93,0.723856053,0.015941056
7.94,0.724214982,0.01599482
7.95,0.724573682,0.01604874
7.96,0.724932154,0.016102817
7.97,0.725290398,0.016157052
7.98,0.725648412,0.016211444
7.99,0.726006198,0.016265995
8,0.726363755,0.016320703
8.01,0.726721082,0.016375571
8.02,0.727078179,0.016430597
8.03,0.727435047,0.016485782
8.04,0.727791684,0.016541126
8.05,0.728148091,0.016596631
8.06,0.728504268,0.016652295
8.07,0.728860214,0.016708119
8.08,0.72921593,0.016764104
8.09,0.729571414,0.01682025
8.1,0.729926667,0.016876557
8.11,0.730281689,0.016933026
8.12,0.730636479,0.016989656
8.13,0.730991037,0.017046448
8.14,0.731345363,0.017103402
8.15,0.731699457,0.017160519
8.16,0.732053318,0.017217799
8.17,0.732406947,0.017275242
8.18,0.732760343,0.017332848
8.19,0.733113506,0.017390617
8.2,0.733466435,0.017448551
8.21,0.733819132,0.017506649
8.22,0.734171594,0.017564911
8.23,0.734523823,0.017623338
8.24,0.734875818,0.01768193
8.25,0.735227579,0.017740687
8.26,0.735579105,0.01779961
8.27,0.735930397,0.017858699
8.28,0.736281454,0.017917953
8.29,0.736632277,0.017977374
8.3,0.736982864,0.018036962
8.31,0.737333216,0.018096716
8.32,0.737683332,0.018156638
8.33,0.738033213,0.018216727
8.34,0.738382858,0.018276984
8.35,0.738732266,0.018337408
8.36,0.739081439,0.018398001
8.37,0.739430375,0.018458762
8.38,0.739779075,0.018519692
8.39,0.740127538,0.018580791
8.4,0.740475764,0.018642059
8.41,0.740823753,0.018703497
8.42,0.741171505,0.018765104
8.43,0.741519019,0.018826881
8.44,0.741866295,0.018888829
8.45,0.742213334,0.018950947
8.46,0.742560135,0.019013235
8.47,0.742906698,0.019075695
8.48,0.743253022,0.019138326
8.49,0.743599108,0.019201128
8.5,0.743944955,0.019264102
8.51,0.744290563,0.019327248
8.52,0.744635933,0.019390567
8.53,0.744981063,0.019454057
8.54,0.745325953,0.019517721
8.55,0.745670605,0.019581557
8.56,0.746015016,0.019645566
8.57,0.746359188,0.019709749
8.58,0.74670312,0.019774105
8.59,0.747046811,0.019838636
8.6,0.747390262,0.01990334
8.61,0.747733473,0.019968219
8.62,0.748076443,0.020033272
8.63,0.748419172,0.0200985
8.64,0.74876166,0.020163903
8.65,0.749103907,0.020229482
8.66,0.749445913,0.020295236
8.67,0.749787677,0.020361165
8.68,0.750129199,0.02042727
8.69,0.75047048,0.020493552
8.7,0.750811519,0.02056001
8.71,0.751152315,0.020626644
8.72,0.75149287,0.020693456
8.73,0.751833181,0.020760444
8.74,0.752173251,0.020827609
